author,favorite_count,text,in_reply_to_screen_name,created_at,retweet_count,id_str,imagelink
vote_leave,103,EU institutions spend more on propaganda than on counter-terrorism: https://t.co/4OyBrAg1DZ #VoteLeave https://t.co/89rJWyq6ha,,Mon May 09 08:03:02 +0000 2016,160,729582436993138688,https://pbs.twimg.com/media/Ch__XEkWwAAbF6s.jpg
LeaveEUOfficial,30,"Net migration to UK rises to 333,000 - second highest on record
https://t.co/qdVNUc4yh4",,Thu May 26 09:25:23 +0000 2016,67,735763754336456704,NA
timfarron,0,@RachSadlerTW @timfarron thxs,RachelSadlerTW,Wed Jun 08 19:29:14 +0000 2016,0,740626759603900417,NA
vote_leave,31,READ: Speech by Justice Secretary Michael Gove - Why an unreformed EU weakens us in fighting for liberal democracy https://t.co/a9uCsNzlIv,,Wed Jun 08 17:39:04 +0000 2016,36,740599038056267776,NA
nataliesjb,0,"@GiselaStuart just seen you on bbc news, can I ask where you got your leopard top from please, love it!",GiselaStuart,Mon May 09 07:21:01 +0000 2016,0,729571864293613568,NA
peoplesvote_hq,26,"Sugar, Hawking, Flanders, Barber, Chakrabarti: all experts with a view on Britain and the EU referendum. WATCH &amp; RT:
https://t.co/HnUuNwKqV6",,Wed Jun 08 17:29:50 +0000 2016,49,740596712708833280,NA
LeaveEUOfficial,71,"""If we left the EU, the fact is yes, wages would go up"" - @Nigel_Farage",,Fri May 13 08:16:10 +0000 2016,72,731035295039279104,NA
SadiqKhan,560,Thanks to all the #StrongerIn campaigners who joined us across our city reminding Londoners to vote this morning. https://t.co/AKvueBH5Mt,,Thu Jun 23 11:01:57 +0000 2016,218,745934916521725952,https://pbs.twimg.com/media/CloX14JXIAAQH8-.jpg
vote_leave,186,Amount we send to Brussels each week: £350m. Cost to build a new NHS hospital: £350m. It’s time to #VoteLeave https://t.co/BdZr31vEMO,,Thu May 26 12:13:23 +0000 2016,244,735806032929247232,https://pbs.twimg.com/ext_tw_video_thumb/735805978453626881/pu/img/c_a-6_IVVqSzOVTB.jpg
peoplesvote_hq,78,.@barackobama couldn’t have made it clearer – Britain is stronger IN Europe. #ObamaInUK https://t.co/IHCLxhozPz,,Fri Apr 22 17:45:41 +0000 2016,85,723568470550544385,https://pbs.twimg.com/media/CgqhpR8U4AAThnJ.jpg
LeaveEUOfficial,68,Tariq Ali 'the EU is hollowing democracy... Europe is in a complete crisis' #Lexit #LeaveEU,,Mon Jun 13 19:35:11 +0000 2016,79,742440194947883008,NA
LeaveEUOfficial,283,#EU is responsible for the parlous state of many European economies. The young and inexperienced who suffer most https://t.co/Zo1uwAnxnN,,Sat Jun 11 06:00:35 +0000 2016,404,741510419399970816,https://pbs.twimg.com/media/Ckpfy6wXAAATiQR.jpg
LeaveEUOfficial,33,TTIP Greenpeace leak reveals how US can pressure EU to compromise health and the environment under trade deal. https://t.co/GaSmIuTUpq,,Fri May 06 09:31:11 +0000 2016,101,728517458118778880,NA
vote_leave,173,https://t.co/45LFElxa9B,,Mon May 16 02:46:01 +0000 2016,183,732039372653121541,https://pbs.twimg.com/media/Cii57itW0AAuPfe.png
GiselaStuart,2,@sarahrenoir it was nice meeting you!,SarahPRennie,Sat May 21 12:37:49 +0000 2016,0,734000240869675008,NA
leah_macrae,12,@NicolaSturgeon now you've met oor @GARYTANK you must come 2our @ScottishHydro show.I have a feeling you &amp;Julie could be 'actual' besties' X,NicolaSturgeon,Wed Apr 20 19:41:25 +0000 2016,0,722872819223236610,NA
vote_leave,384,"IN campaign has no answers on immigration. They acknowledge that there's a problem, but have no solutions. People deserve better #bbcdebate",,Tue Jun 21 20:50:34 +0000 2016,219,745358272211881984,NA
Nigel_Farage,378,Huge costs of mass migration laid out in @migrationwatch report today. Let's Leave EU and control our borders. https://t.co/ahaq3XWCNR,,Tue May 17 07:51:43 +0000 2016,469,732478693105262592,NA
RuthDavidsonMSP,6,"Oh, chapeau 👏👏👏👍 https://t.co/aBJ0P5WGfG",,Fri Apr 22 16:31:20 +0000 2016,1,723549762541260802,NA
peoplesvote_hq,19,"""A vote to leave would be a triple tragedy"" for British businesses, says MP Liz Truss https://t.co/WRhJbLQOPN https://t.co/ToD5MIOt6I",,Sun May 15 16:28:06 +0000 2016,29,731883866215043072,https://pbs.twimg.com/media/CigpfiDWEAA8D4J.jpg
LeaveEUOfficial,67,'@KateHoeyMP: We would be able to trade with the rest of the world. I just don't buy the arguments of those who say we wouldn't. #bbcdp,,Wed Apr 20 10:45:27 +0000 2016,47,722737940493901825,NA
peoplesvote_hq,27,"Air fares would ""inevitably"" go up at some point if we leave the EU due to additional costs, warns @easyJet chief
https://t.co/PyOY3ceUax",,Tue May 24 20:56:39 +0000 2016,53,735212942312935424,NA
LeaveEUOfficial,137,"Gove: Our democratic traditions in England, Wales, Scotland and N Ireland have been a beacon around the world. Democracy matters. #InOrOut",,Fri Jun 03 19:46:14 +0000 2016,95,738819098461786112,NA
timfarron,0,@ReCycledRich I disagree. But we can and must keep doing more.,,Fri Apr 15 08:19:57 +0000 2016,0,720889386200469504,NA
timfarron,8,This is dreadful - please can we have new owners? Jack Walker will be spinning in his grave https://t.co/gGSbqqmC4G,,Thu Apr 28 13:19:43 +0000 2016,4,725675865355485184,NA
DavidDavisMP,19,"(3/5) Almost all the jobs created are in sectors that have grown in line with the UK’s internal market, and trade with non-EU countries",,Thu May 26 09:43:44 +0000 2016,31,735768373242400768,NA
George_Osborne,30,About to address the third annual Westminster Correspondents' Dinner #pressgallery #toughcrowd,,Thu Apr 28 17:39:10 +0000 2016,4,725741157435760640,NA
ricktoomer,0,@Ruth_E_Davidson Pink lady?,RuthDavidsonMSP,Sun May 01 21:32:51 +0000 2016,0,726887132619505664,NA
vote_leave,120,"Amber, do you agree with your PM that Turkey, Macedonia and Serbia should join the EU? #ITVEURef
https://t.co/x7brDOUpEg",,Thu Jun 09 20:40:55 +0000 2016,162,741007187108073472,NA
murphavfc,0,@timfarron you're a good bloke Tim... Or Tim's people... 😊,timfarron,Thu Apr 28 22:02:19 +0000 2016,0,725807380718587904,NA
vote_leave,193,A vote for 'in' is not a vote for the status quo. What will happen to our #NHS when five new countries join the EU? https://t.co/nehkY6eerO,,Sat May 28 17:57:09 +0000 2016,258,736617319611387904,https://pbs.twimg.com/media/Cjj9jI0XEAUX0yV.jpg
peoplesvote_hq,29,What we learnt tonight: Leave Campaign have no plan. Workers' rights and our economy stronger in Europe. Amber Rudd a star. #ITVEURef,,Thu Jun 09 20:56:38 +0000 2016,30,741011143733415937,NA
Nigel_Farage,786,"Fantastic reaction in Birchington, people here want their country back. Now a quick pit stop! #BrexitBusTour https://t.co/I2uvQSJciH",,Mon Jun 13 12:16:52 +0000 2016,412,742329889706135552,https://pbs.twimg.com/media/Ck1JF5VWgAAnlke.jpg
Unais_Intow,0,@timfarron hope you and your family enjoy the pies.,timfarron,Sun Jun 12 13:01:28 +0000 2016,0,741978726615900160,NA
DUPleader,22,Finished off a busy Saturday at FST DUP bar b q in Brookeborough #VoteLeave https://t.co/I374qfzY4o,,Sat Jun 18 22:37:50 +0000 2016,1,744298102228717569,https://pbs.twimg.com/media/ClRHK0kXEAAnlGL.jpg
peoplesvote_hq,41,"Here’s the expert opinion from Oxford historian Timothy Garton Ash, an independent Europe expert for over 4 decades
https://t.co/Zg547yYIaS",,Mon May 16 06:32:57 +0000 2016,83,732096479888703488,NA
FrancesOGrady,5,"Thanks to all delegates, such a warm response, your determination, charm and strength inspires us all. #TUCBWC https://t.co/Xv0SJRxFPD",,Fri Apr 15 13:45:28 +0000 2016,14,720971302622916608,https://pbs.twimg.com/media/CgFnkSoWsAAn84d.jpg
LeaveEUOfficial,45,"Justice Minister, Dominc Raab on Sunday Politics: a US deal with the UK ALONE would be bigger for than NAFTA. #LeaveEU #Brexit",,Sun Apr 24 12:50:56 +0000 2016,37,724219069935828992,NA
peoplesvote_hq,20,"A divided, smaller &amp; weaker Europe - why #Brexit would be a great gift for Putin: https://t.co/l1nj3gddtF https://t.co/tN9tNCB0Pu",,Fri May 13 17:30:59 +0000 2016,55,731174917874589696,https://pbs.twimg.com/media/CiWntE_XIAEd5Wy.jpg
George_Osborne,34,Fantastic to welcome children &amp; staff from @GreatOrmondSt to No11 to celebrate fundraising campaign govt backed - raised £3.5m,,Wed May 25 19:24:43 +0000 2016,18,735552191767941121,NA
vote_leave,842,"Whatever the outcome, it's been an incredible campaign. Thank you to everyone who was a part of this! #ProjectHope
https://t.co/lN0iGriheJ",,Thu Jun 23 21:00:23 +0000 2016,402,746085515061952512,NA
LeaveEUOfficial,68,"EU not helping animals, Boris's father admits https://t.co/sKA2ezQQH6

Let's #LeaveEU and end live export of animals https://t.co/U0grk5B5BB",,Sat May 07 16:00:34 +0000 2016,117,728977837617745920,https://pbs.twimg.com/media/Ch3ZeudWkAAoZam.jpg
LeaveEUOfficial,38,Reality check verdict: Wrong - real figure for UK-born residents in the EU is 1.2 million. https://t.co/oWBtxH8VQp https://t.co/D7M32rNOCE,,Sun Jun 19 09:35:42 +0000 2016,95,744463657896153088,NA
Nigel_Farage,398,Uncontrolled EU migration places a huge burden on Britain's housing stock. https://t.co/Ov77IwNp5U,,Fri May 20 07:51:01 +0000 2016,438,733565678607704064,NA
LeanneWood,11,".@Plaid_Cymru is clear about our plans for tuition fees - https://t.co/7IfP7GCWZF 
Future students - read up on this https://t.co/1rs7J8e5jp",,Sun May 01 05:42:10 +0000 2016,29,726647884565860353,https://pbs.twimg.com/media/ChWSYYTWYAAZVbp.jpg
andrealeadsom,2,Looking forward to Brexit Q&amp;A at Magdalen School on 26th May from 7pm - do come along! https://t.co/xbKz4548Cl,,Wed May 11 11:35:18 +0000 2016,4,730360632202170368,NA
LeaveEUOfficial,65,Cam's deal will not control the amount of migration into the UK. The only way to have a controlled &amp; fair system is to leave the EU #InOrOut,,Thu Jun 02 19:07:11 +0000 2016,59,738446883182497792,NA
vote_leave,111,https://t.co/xSXsYsDK5H,,Mon May 16 01:08:07 +0000 2016,110,732014734887768065,https://pbs.twimg.com/media/CiijhcRWEAAXK2g.png
David_Cameron,344,Important article from @richardbranson: leaving the EU is an irreversible decision that would hit our economy &amp; jobs https://t.co/UcxNwF5W9J,,Sun Jun 19 10:12:23 +0000 2016,318,744472891144675328,NA
LeaveEUOfficial,84,"Far from keeping Britain safe, the European Union is a threat to peace.
https://t.co/ieLbI2h2oy",,Sun May 08 21:10:14 +0000 2016,85,729418153910996994,NA
peoplesvote_hq,3,"Top oncologists: #Brexit ""would undermine the provision of care to all patients with cancer"" https://t.co/nlYSq6wJWb via @TheLancet",,Wed Apr 27 12:32:29 +0000 2016,21,725301590723317760,NA
peoplesvote_hq,17,£250 BILLION in UK trade a year at risk if we leave EU warns fmr Chancellor Alistair Darling https://t.co/1mPjf98tzG https://t.co/udj51QLVFo,,Tue May 03 11:43:58 +0000 2016,29,727463709770133505,https://pbs.twimg.com/media/Chh4X8IXEAAwOUh.jpg
LiamFox,53,Thursday is our chance to retake control of our democracy again #VoteLeave #TakeControl #EUref #EUreferendum #BBCDebate #Brexit,,Tue Jun 21 19:19:37 +0000 2016,43,745335382359875585,NA
Nigel_Farage,456,"Labour's Shadow Europe Minister thinks it's ""racist"" to be concerned about EU migration. Cheap and disgraceful. https://t.co/d1kyFK9qpc",,Thu May 19 14:18:41 +0000 2016,487,733300850525929472,NA
vote_leave,97,"As world's 5th largest economy &amp; a major export market for USA, the UK is well placed to secure a swift trade deal https://t.co/QYd9Q7OKMY",,Sun Apr 24 17:57:15 +0000 2016,127,724296157753671680,NA
Nigel_Farage,365,"Touring on #BrexitBusTour, public have had enough of establishment bullying. They want their borders back &amp; their democracy back. #Brexit",,Wed May 25 08:42:50 +0000 2016,254,735390659176214528,NA
LeaveEUOfficial,66,"Great piece in @Spectator on 'Brexit, George Osborne and the art of post-factual politics'. https://t.co/2n46COzMkr https://t.co/Kj3VMevVGk",,Sat May 28 13:51:23 +0000 2016,101,736555472468246531,https://pbs.twimg.com/media/CjjFSwlWEAEA1Zc.jpg
DUPleader,19,We'd an early start this morning to launch our latest billboard in Woodvale Park. #MaketheRIGHTchoice https://t.co/5arkwZv3v0,,Thu Apr 28 13:05:54 +0000 2016,9,725672388256473088,https://pbs.twimg.com/media/ChIbKjbXEAAeCbQ.jpg
vote_leave,205,TODAY is your chance to take back control. #VoteLeave #TakeControl #IndependenceDay #ProjectHope https://t.co/J4azrbvfw0,,Thu Jun 23 09:16:06 +0000 2016,230,745908276844437504,https://pbs.twimg.com/media/Cln_ZbYWEAAwiWZ.jpg
GiselaStuart,20,"#antisemitism is ugly, wrong and despicable. It never had a place in the @UKLabour and mustn't be allowed to have one now.",,Sun May 01 07:33:38 +0000 2016,14,726675933894172672,NA
andrealeadsom,6,Delivering wonderful @PSPASSOCIATION paper on diagnosing Post Supra Nuclear Palsy to #Greens Norton surgery today https://t.co/13tHNEnc16,,Mon May 16 16:25:43 +0000 2016,8,732245657218600961,https://pbs.twimg.com/media/Cil1iVXWwAAnq_i.jpg
LeaveEUOfficial,60,"'@FraserNelson: Most people working in security will tell you privately that bilateral cooperation is what really matters, not the EU. #Marr",,Sun May 08 08:11:27 +0000 2016,73,729222165275541505,NA
vote_leave,91,This could be our last chance to #SaveTheNHS. RT if you are voting to leave on June 23rd. https://t.co/OEfdBqwMka,,Thu May 05 12:13:41 +0000 2016,229,728195963484016643,https://pbs.twimg.com/ext_tw_video_thumb/728195917317345280/pu/img/PoD8yZYJd6Kyf_D4.jpg
LeaveEUOfficial,44,EVIDENCE: Cameron/Remain ONLY Targeting Under-35s For Govt-Funded 48 hour Voter Registration Blitz https://t.co/FGHYmYXEUf,,Thu Jun 09 21:34:09 +0000 2016,71,741020584805576704,NA
SadiqKhan,506,Proud to raise the Armed Forces flag at City Hall &amp; honour the amazing men &amp; women who keep us safe. #ArmedForcesDay https://t.co/KErvPEcniB,,Mon Jun 20 12:46:03 +0000 2016,153,744873951181082624,https://pbs.twimg.com/media/ClZSy4AWIAA51nd.jpg
vote_leave,308,"UK is paying nearly £2bn to Albania, Macedonia, Montenegro, Serbia &amp; Turkey so that they can join the EU. Seriously. https://t.co/zT4Vxhqqky",,Sun May 01 21:18:07 +0000 2016,594,726883421998469124,https://pbs.twimg.com/media/ChZonvMXEAAZJju.jpg
NicolaSturgeon,31,Join me with @HumzaYousaf at 2pm for a Facebook Live Q&amp;A on the #EUref - https://t.co/vzbWwzO4cD https://t.co/GqHyFCAKtq,,Wed Jun 22 12:07:19 +0000 2016,49,745588976732475392,NA
vote_leave,64,"The euro is failing. Macedonia, Serbia, Albania, Montenegro &amp; Turkey are joining the EU. How will our NHS cope? https://t.co/I7url7ZY6G",,Wed May 04 10:51:02 +0000 2016,126,727812775507066882,NA
vote_leave,344,.@BorisJohnson: 'the so called renegotiation was a fiction designed to bamboozle the public' https://t.co/rAd1z8t5N0 https://t.co/wNctNYOvU3,,Tue May 17 13:37:26 +0000 2016,492,732565692902461440,https://pbs.twimg.com/media/CiqYnaZWEAAL463.jpg
peoplesvote_hq,144,"What does the fastest-growing grassroots campaign in Britain look like? Here's why people are saying #ImIN:
https://t.co/oKGi4F22vu",,Mon May 30 06:41:22 +0000 2016,216,737172029921628160,NA
vote_leave,129,Frank Field: Labour supporters shouldn't be propping up the Govt. Read the full speech here https://t.co/RdiK6eB2cC https://t.co/Q6dlyGNQIx,,Tue Apr 26 16:03:18 +0000 2016,147,724992255447150596,https://pbs.twimg.com/media/Cg-wnUtWUAAoEQM.png
TAsaurus,0,But getting into bed with UKIP is okay? https://t.co/EmfayYsgGH,,Wed May 18 14:28:00 +0000 2016,0,732940807070752768,NA
LeaveEUOfficial,111,"Farage: Since March, sterling and the FTSE are up #marr",,Sun Jun 12 08:22:53 +0000 2016,173,741908620556800000,NA
LeaveEUOfficial,45,"Be sure not to mix up the Council of Europe, the European Council &amp; the Council of the EU. Yep that's right. https://t.co/Cp5GmAdDEV",,Sun Apr 17 16:18:02 +0000 2016,48,721734474774552577,NA
peoplesvote_hq,32,Chief exec of @MidwivesRCM gives yet more clear support for staying IN from healthcare professionals. https://t.co/y1dMckxbcy,,Tue Apr 19 10:45:08 +0000 2016,34,722375471997001728,https://pbs.twimg.com/media/CgZkqb2WcAAyHha.jpg
timfarron,0,@MAT70X I hope that @LoraineBirchall can win you round.,MAT70X,Thu May 05 07:17:51 +0000 2016,0,728121515489644545,NA
LiamFox,56,Delighted @David_Cameron is joining me in Gibraltar tomorrow. Gibraltar's freedom is not a pawn in #EUref. Expect PM's clear endorsement,,Wed Jun 15 19:32:20 +0000 2016,42,743164254505795584,NA
David_Cameron,399,John Major and Tony Blair today set aside their differences to campaign for Britain remaining in the EU #StrongerIN https://t.co/pf7I4qU7Fy,,Thu Jun 09 14:29:28 +0000 2016,246,740913710957531136,https://pbs.twimg.com/media/CkhBFi8WgAIZ0Nf.jpg
LeaveEUOfficial,68,.@Nigel_Farage Cameron's answer to everything is the #SingleMarket https://t.co/D4JVSJFAof,,Sat Jun 04 10:00:17 +0000 2016,42,739034028376985600,NA
GiselaStuart,1,@MrsBurgin @BBCNews thank you... at least you know!,MrsBurgin,Sat Apr 23 16:56:45 +0000 2016,0,723918546447769600,NA
LeaveEUOfficial,142,"Great to see the HoL conclude any future UK/EU relationship “likely to include a comprehensive trade deal"". #LeaveEU https://t.co/sPQDM4C6Zq",,Wed May 04 11:01:13 +0000 2016,193,727815337132077056,https://pbs.twimg.com/media/Chm4MVFWMAA3bFf.jpg
peoplesvote_hq,57,"This is shocking: the Leave Campaign admit jobs would be lost, and entire industries wiped out, if left Europe https://t.co/CLJUDMNv0L",,Thu Apr 28 08:50:09 +0000 2016,175,725608025713680384,https://pbs.twimg.com/media/ChHgl_SUkAER9tY.jpg
BorisJohnson,201,It is perfectly reasonable to use the £350m figure - actually it is an underestimate https://t.co/P0bGtu4p0v,,Fri Jun 03 19:14:31 +0000 2016,243,738811118961995776,NA
Nigel_Farage,396,"Professor Blake described Treasury reports as ""most dishonest public documents I've ever read....dodgy dossiers."" https://t.co/ubcXAeMKrw",,Wed Jun 15 07:38:48 +0000 2016,409,742984687837122561,NA
LeaveEUOfficial,121,'@Nigel_Farage: William Hague has completely lost touch with the British people. Immigration has become the No1 issue in our politics #bbcqt,,Thu Jun 09 21:50:00 +0000 2016,53,741024573618065409,NA
